model,task,replicate,metric,value
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,epoch,8
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,val/mcc,0.7168157876106351
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,val/loss,0.3413093090057373
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,timer/epoch,11.690687417984009
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,train/mcc,0.8702579877447466
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,train/loss,0.19147354364395142
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,test/mcc,0.7686263259301156
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,test/loss,0.2976241409778595
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,2,wandb,runtime, 261
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,timer/validation,0.5783202648162842
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,timestamp,1715728885.9038172
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,runtime,253.4582600593567
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,step,266
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,timer/step,0.4411289691925049
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,trainer/globalstep,460
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,trainer/lr/pg1,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,trainer/lr/pg2,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,trainer/loss,0.18081286549568176
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,epoch,10
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,val/mcc,0.7234397287661484
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,val/loss,0.3481297492980957
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,timer/epoch,11.706123352050781
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,train/mcc,0.871679313578164
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,train/loss,0.18988603353500366
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,test/mcc,0.7623526603804472
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,test/loss,0.29049643874168396
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,3,wandb,runtime, 252
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,timer/validation,0.6552307605743408
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,timestamp,1715729155.0898786
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,runtime,252.18233060836792
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,step,266
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,timer/step,0.43941497802734375
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,trainer/globalstep,460
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,trainer/lr/pg1,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,trainer/lr/pg2,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,trainer/loss,0.1638954132795334
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,epoch,12
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,val/mcc,0.7462599077228126
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,val/loss,0.3009837567806244
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,timer/epoch,11.654434204101562
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,train/mcc,0.8709135613059316
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,train/loss,0.1904659867286682
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,test/mcc,0.7699012066688914
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,test/loss,0.28800755739212036
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,4,wandb,runtime, 251
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,timer/validation,0.6330921649932861
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,timestamp,1715729434.629018
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,runtime,255.11616206169128
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,step,266
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,timer/step,0.43941831588745117
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,trainer/globalstep,460
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,trainer/lr/pg1,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,trainer/lr/pg2,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,trainer/loss,0.17642685770988464
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,epoch,10
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,val/mcc,0.7295392181627376
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,val/loss,0.3402201235294342
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,timer/epoch,11.33737301826477
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,train/mcc,0.8772026929363734
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,train/loss,0.1852933019399643
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,test/mcc,0.7620077560352762
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,test/loss,0.2846628725528717
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,5,wandb,runtime, 254
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,timer/validation,0.6671285629272461
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,timestamp,1715729714.9280837
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,runtime,261.8720316886902
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,step,266
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,timer/step,0.44048452377319336
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,trainer/globalstep,460
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,trainer/lr/pg1,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,trainer/lr/pg2,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,trainer/loss,0.19779512286186218
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,epoch,15
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,val/mcc,0.7335604329926643
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,val/loss,0.3228980302810669
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,timer/epoch,11.637731790542603
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,train/mcc,0.8684522287483621
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,train/loss,0.19305743277072906
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,test/mcc,0.7534609025411985
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,test/loss,0.30329278111457825
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,6,wandb,runtime, 261
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,timer/validation,0.6492862701416016
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,timestamp,1715729984.4276752
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,runtime,254.5185031890869
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,step,266
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,timer/step,0.4396378993988037
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,trainer/globalstep,460
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,trainer/lr/pg1,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,trainer/lr/pg2,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,trainer/loss,0.19800618290901184
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,epoch,17
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,val/mcc,0.7380376436578882
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,val/loss,0.33275875449180603
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,timer/epoch,11.702085494995117
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,train/mcc,0.8730877382905144
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,train/loss,0.1926751732826233
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,test/mcc,0.7552888170233194
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,test/loss,0.3094809651374817
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,7,wandb,runtime, 253
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,timer/validation,0.6601994037628174
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,timestamp,1715730252.9128454
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,runtime,252.72680139541626
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,step,266
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,timer/step,0.44029664993286133
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,trainer/globalstep,460
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,trainer/lr/pg1,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,trainer/lr/pg2,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,trainer/loss,0.20358796417713165
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,epoch,7
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,val/mcc,0.7574174004021046
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,val/loss,0.3120010793209076
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,timer/epoch,11.708853244781494
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,train/mcc,0.8720794052656254
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,train/loss,0.18879316747188568
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,test/mcc,0.7672710435963765
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,test/loss,0.2980005443096161
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,8,wandb,runtime, 252
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,timer/validation,0.6221024990081787
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,timestamp,1715730520.578623
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,runtime,252.40724802017212
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,step,266
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,timer/step,0.4395744800567627
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,trainer/globalstep,460
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,trainer/lr/pg1,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,trainer/lr/pg2,2.604288461042412e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,trainer/loss,0.18241898715496063
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,epoch,6
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,val/mcc,0.7485442615136498
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,val/loss,0.31139257550239563
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,timer/epoch,11.701103925704956
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,train/mcc,0.8761897797887928
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,train/loss,0.19075345993041992
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,test/mcc,0.7719260835495114
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,test/loss,0.30331775546073914
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4,9,wandb,runtime, 251
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,timer/validation,1.0015711784362793
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,timestamp,1715734445.1342084
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,runtime,527.3584413528442
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,step,506
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,timer/step,0.44139885902404785
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,trainer/globalstep,1060
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,trainer/lr/pg1,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,trainer/lr/pg2,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,trainer/loss,0.3129727840423584
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,epoch,12
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,val/mcc,0.4355174918467862
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,val/loss,0.637159526348114
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,timer/epoch,25.518597841262817
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,train/mcc,0.7568344185627245
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,train/loss,0.3060702681541443
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,test/mcc,0.3923248261672978
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,test/loss,0.6261818408966064
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,10,wandb,runtime, 526
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,timer/validation,1.0228548049926758
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,timestamp,1715729534.183213
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,runtime,527.8963820934296
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,step,506
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,timer/step,0.4405384063720703
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,trainer/globalstep,1060
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,trainer/lr/pg1,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,trainer/lr/pg2,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,trainer/loss,0.3440427780151367
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,epoch,11
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,val/mcc,0.4195971968868605
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,val/loss,0.6591389179229736
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,timer/epoch,25.397550344467163
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,train/mcc,0.748234215452721
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,train/loss,0.31438130140304565
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,test/mcc,0.39673703524047527
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,test/loss,0.6105211973190308
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,1,wandb,runtime, 527
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,timer/validation,1.0160741806030273
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,timestamp,1715730079.7236845
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,runtime,531.6977035999298
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,step,506
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,timer/step,0.44081974029541016
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,trainer/globalstep,1060
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,trainer/lr/pg1,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,trainer/lr/pg2,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,trainer/loss,0.32695525884628296
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,epoch,12
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,val/mcc,0.39008324832752184
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,val/loss,0.6761434674263
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,timer/epoch,25.32256507873535
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,train/mcc,0.748343902377809
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,train/loss,0.31426703929901123
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,test/mcc,0.3956884781636626
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,test/loss,0.6147364974021912
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,2,wandb,runtime, 531
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,timer/validation,1.0705680847167969
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,timestamp,1715730623.0836358
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,runtime,526.9517447948456
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,step,506
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,timer/step,0.44057226181030273
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,trainer/globalstep,1060
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,trainer/lr/pg1,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,trainer/lr/pg2,2.6062487917121523e-05
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,trainer/loss,0.3112931549549103
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,trainer/epoch,19.0
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,epoch,7
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,val/mcc,0.39740512903747555
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,val/loss,0.7026023268699646
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,timer/epoch,25.356337308883667
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,train/mcc,0.7548205747998089
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,train/loss,0.3129759430885315
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,test/mcc,0.3840339978215201
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,test/loss,0.5962350368499756
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,3,wandb,runtime, 526
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,4,timer/validation,1.0209145545959473
mamba_char_4k_d256_4L_LR-2e-4_BATCH_SIZE-512_RC_AUG-true,H4ac,4,timestamp,1715731169.4009373
